"","length","GCcomp","trans_tbl","circular","CRISPR_hit","Genus","Species","Health_status","Location","tRNA_freq","tmRNA_freq","Study","Habitat","family","nomen_family","nomen_subfamily","nomen_genus","nomen_species","type_strain","clusters_ward","clusters_pam","orthologs_shared_clusters","ani_clusters","ncbi_acc","exemplar"
"OJPW01000082",100648,0.333,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Loutivirinae","Buchavirus","intestinalis",FALSE,7,7,8,105,NA,NA
"OJQF01000018",94250,0.29,11,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","hominis",FALSE,1,2,23,99,NA,NA
"OJQH01000019",100472,0.325,11,TRUE,"Bacteroides_vulgatus","Bacteroides","vulgatus",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Boorivirinae","Culoivirus",NA,FALSE,10,8,21,229,NA,NA
"OJQL01000090",104366,0.372,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Betacrassviridae","Steigviridae","Asinivirinae","Pipoluvirus",NA,FALSE,6,9,54,230,NA,NA
"OJQL01000115",95327,0.332,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Gammacrassviridae","Crevaviridae","Coarsevirinae","Junduvirus","communis",FALSE,2,1,37,2,NA,NA
"OJQQ01000027",158910,0.409,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Epsiloncrassviridae","Tinaiviridae","Lumpivirinae","Rodbovirus",NA,FALSE,13,17,62,231,NA,NA
"OJRV01000117",102591,0.333,15,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Loutivirinae","Buchavirus","hiberniae",FALSE,7,7,8,16,NA,NA
"OJSE01000052",148953,0.378,11,TRUE,"Bacteroides_vulgatus","Bacteroides","vulgatus",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Epsiloncrassviridae","Tinaiviridae","Lumpivirinae","Pasahvevirus",NA,FALSE,13,17,61,232,NA,NA
"OJSE01000155",97925,0.325,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Boorivirinae","Cohcovirus","splanchnicus",FALSE,10,12,20,30,NA,NA
"OJUG01000072",148883,0.378,11,TRUE,"Bacteroides_vulgatus","Bacteroides","vulgatus",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Epsiloncrassviridae","Tinaiviridae","Lumpivirinae","Pasahvevirus",NA,FALSE,13,17,61,232,NA,NA
"OKRV01000012",100689,0.325,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Uncouvirinae","Birpovirus","hominis",FALSE,12,10,4,19,NA,NA
"OKRV01000014",96017,0.291,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5,NA,NA
"OKRW01000057",100673,0.326,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Boorivirinae","Cohcovirus","splanchnicus",FALSE,10,12,20,30,NA,NA
"OKRW01000064",98660,0.29,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5,NA,NA
"OKSB01000078",94481,0.334,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Gammacrassviridae","Crevaviridae","Coarsevirinae","Junduvirus","communis",FALSE,2,1,37,2,NA,NA
"OKSB01000084",90782,0.317,11,TRUE,"Alistipes_finegoldii","Alistipes","finegoldii",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Gammacrassviridae","Crevaviridae","Doltivirinae","Kingevirus","communis",FALSE,5,6,39,13,NA,NA
"OKSC01000019",175041,0.305,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Zetacrassviridae","Jelitoviridae","Grossvirinae","Siluhkovirus",NA,FALSE,14,14,87,179,NA,NA
"OKSC01000115",92466,0.315,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Diorhovirus","copri",FALSE,3,3,25,49,NA,NA
"OKTF01000036",96986,0.329,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Uncouvirinae","Aurodevirus","hiberniae",FALSE,12,10,2,23,NA,NA
"OKTS01000039",106313,0.364,11,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Betacrassviridae","Steigviridae","Asinivirinae","Lebriduvirus","gastrointestinalis",FALSE,6,9,43,18,NA,NA
"OKUM01000038",94019,0.289,11,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5,NA,NA
"OKUZ01000024",96662,0.292,11,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5,NA,NA
"OKVF01000023",183308,0.368,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Zetacrassviridae","Jelitoviridae","Grossvirinae","Sehjuvirus",NA,FALSE,14,16,94,157,NA,NA
"OKWR01000042",180484,0.298,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Zetacrassviridae","Jelitoviridae","Grossvirinae","Tohrnjavirus",NA,FALSE,14,16,99,233,NA,NA
"OKXB01000124",92866,0.401,11,TRUE,"Odoribacter_splanchnicus","Odoribacter","splanchnicus",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Betacrassviridae","Steigviridae","Asinivirinae","Penjavirus",NA,FALSE,6,9,53,190,NA,NA
"OLFT01000150",98201,0.331,15,TRUE,"Bacteroides_thetaiotaomicron","Bacteroides","thetaiotaomicron",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Loutivirinae","Buchavirus",NA,FALSE,7,7,8,28,NA,NA
"OLFT01000163",93924,0.334,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Gammacrassviridae","Crevaviridae","Coarsevirinae","Junduvirus","communis",FALSE,2,1,37,2,NA,NA
"OLFV01000031",157903,0.29,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Zetacrassviridae","Jelitoviridae","Grossvirinae","Simuyevirus",NA,FALSE,14,14,88,228,NA,NA
"OLFX01000215",100229,0.332,15,TRUE,"Bacteroides_thetaiotaomicron","Bacteroides","thetaiotaomicron",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Loutivirinae","Buchavirus",NA,FALSE,7,7,8,28,NA,NA
"OLFY01000196",94517,0.332,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Gammacrassviridae","Crevaviridae","Coarsevirinae","Junduvirus","communis",FALSE,2,1,37,2,NA,NA
"OLFY01000217",90326,0.317,11,TRUE,"Alistipes_finegoldii","Alistipes","finegoldii",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Gammacrassviridae","Crevaviridae","Doltivirinae","Kingevirus","communis",FALSE,5,6,39,13,NA,NA
"OLFZ01000108",95393,0.321,11,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Churivirinae","Jahgtovirus","secundus",FALSE,4,13,36,98,NA,NA
"OLFZ01000118",90081,0.317,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Gammacrassviridae","Crevaviridae","Doltivirinae","Kingevirus","communis",FALSE,5,6,39,13,NA,NA
"OLFZ01000126",88500,0.265,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Dabirmavirus","hominis",FALSE,3,3,26,9,NA,NA
"OLGB01000200",89835,0.318,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Gammacrassviridae","Crevaviridae","Doltivirinae","Kingevirus","communis",FALSE,5,6,39,13,NA,NA
"OLGF01000091",101133,0.334,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Boorivirinae","Canhaevirus","hiberniae",FALSE,10,8,22,10,NA,NA
"OLGH01000138",93256,0.318,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Gammacrassviridae","Crevaviridae","Doltivirinae","Kingevirus","communis",FALSE,5,6,39,13,NA,NA
"OLGJ01000028",99691,0.291,11,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5,NA,NA
"OLGJ01000032",96839,0.329,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Loutivirinae","Blohavirus",NA,FALSE,7,7,9,234,NA,NA
"OLGL01000107",97742,0.315,15,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Bearivirinae","Afonbuvirus","coli",FALSE,11,4,1,35,NA,NA
"OLGL01000146",89960,0.324,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Delmidovirus",NA,FALSE,3,3,24,22,NA,NA
"OLGM01000006",167239,0.302,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Zetacrassviridae","Jelitoviridae","Grossvirinae","Tehntovirus",NA,FALSE,14,16,97,235,NA,NA
"OLGN01000078",98420,0.326,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Boorivirinae","Cohcovirus","splanchnicus",FALSE,10,12,20,30,NA,NA
"OLGO01000101",95395,0.292,11,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5,NA,NA
"OLGY01000065",100075,0.349,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Oafivirinae","Cerpitivirus",NA,FALSE,8,11,16,236,NA,NA
"OLND01000017",173844,0.305,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Zetacrassviridae","Jelitoviridae","Grossvirinae","Siluhkovirus",NA,FALSE,14,14,87,179,NA,NA
"OLND01000117",95684,0.331,11,TRUE,"Odoribacter_splanchnicus","Odoribacter","splanchnicus",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Gammacrassviridae","Crevaviridae","Coarsevirinae","Junduvirus","communis",FALSE,2,1,37,2,NA,NA
"OLNE01000081",104279,0.357,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Oafivirinae","Burzaovirus","coli",FALSE,8,5,11,7,NA,NA
"OLNE01000087",100001,0.322,11,TRUE,"Bacteroides_helcogenes","Bacteroides","helcogenes",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Boorivirinae","Culoivirus",NA,FALSE,10,12,21,237,NA,NA
"OLNI01000077",98382,0.328,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Uncouvirinae","Aurodevirus",NA,FALSE,12,10,2,238,NA,NA
"OLNL01000026",177987,0.344,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Zetacrassviridae","Jelitoviridae","Grossvirinae","Shuhtzevirus",NA,FALSE,14,16,96,202,NA,NA
"OLNN01000114",91621,0.316,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Gammacrassviridae","Crevaviridae","Doltivirinae","Kingevirus","communis",FALSE,5,6,39,13,NA,NA
"OLNO01000079",96390,0.333,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Gammacrassviridae","Crevaviridae","Coarsevirinae","Junduvirus","communis",FALSE,2,1,37,2,NA,NA
"OLNP01000086",93984,0.33,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Gammacrassviridae","Crevaviridae","Coarsevirinae","Junduvirus","communis",FALSE,2,1,37,2,NA,NA
"OLNQ01000088",100539,0.315,15,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Bearivirinae","Afonbuvirus","coli",FALSE,11,4,1,35,NA,NA
"OLNV01000049",90592,0.267,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Dabirmavirus","hominis",FALSE,3,3,26,9,NA,NA
"OLNW01000110",102350,0.326,15,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Loutivirinae","Blohavirus",NA,FALSE,7,7,9,21,NA,NA
"OLNW01000116",100078,0.321,11,TRUE,"Bacteroides_helcogenes","Bacteroides","helcogenes",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Boorivirinae","Culoivirus",NA,FALSE,10,8,21,239,NA,NA
"OLNW01000127",97355,0.336,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Uncouvirinae","Alsetoevirus",NA,FALSE,12,10,3,240,NA,NA
"OLNY01000078",94184,0.309,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Gammacrassviridae","Crevaviridae","Coarsevirinae","Junduvirus","copri",FALSE,2,1,37,25,NA,NA
"OLNY01000079",93453,0.321,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Loutivirinae","Buorbuivirus",NA,FALSE,7,7,10,33,NA,NA
"OLNZ01000083",105060,0.362,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Oafivirinae","Burzaovirus","intestinihominis",FALSE,8,5,11,29,NA,NA
"OLOB01000056",99592,0.325,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Boorivirinae","Cohcovirus","splanchnicus",FALSE,10,12,20,30,NA,NA
"OLOE01000004",185268,0.342,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Zetacrassviridae","Jelitoviridae","Grossvirinae","Shuhtzevirus",NA,FALSE,14,16,96,241,NA,NA
"OLOF01000050",95594,0.289,11,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","hominis",FALSE,1,2,23,99,NA,NA
"OLOG01000029",155271,0.416,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Epsiloncrassviridae","Tinaiviridae","Lumpivirinae","Rodbovirus",NA,FALSE,13,17,62,242,NA,NA
"OLOK01000029",101899,0.332,11,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Boorivirinae","Canhaevirus","faecalis",FALSE,10,8,22,77,NA,NA
"OLOS01000113",96775,0.292,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5,NA,NA
"OLOX01000006",172780,0.306,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Zetacrassviridae","Jelitoviridae","Grossvirinae","Siluhkovirus",NA,FALSE,14,14,87,179,NA,NA
"OLOX01000059",99803,0.309,15,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Bearivirinae","Afonbuvirus",NA,FALSE,11,4,1,39,NA,NA
"OLOZ01000027",154420,0.378,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Epsiloncrassviridae","Tinaiviridae","Lumpivirinae","Pasahvevirus",NA,FALSE,13,17,61,243,NA,NA
"OLOZ01000092",100829,0.335,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Boorivirinae","Canhaevirus","hiberniae",FALSE,10,8,22,10,NA,NA
"OLOZ01000093",99612,0.33,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Loutivirinae","Blohavirus",NA,FALSE,7,7,9,244,NA,NA
"OLOZ01000098",96167,0.306,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Obtuvirinae","Fohxhuevirus",NA,FALSE,9,3,31,159,NA,NA
"OLPB01000025",102290,0.331,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Boorivirinae","Canhaevirus","faecalis",FALSE,10,8,22,77,NA,NA
"OLPB01000029",97375,0.321,11,TRUE,"Bacteroides_thetaiotaomicron","Bacteroides","thetaiotaomicron",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Churivirinae","Jahgtovirus","intestinalis",FALSE,4,13,36,54,NA,NA
"OLPH01000160",92533,0.315,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Diorhovirus","copri",FALSE,3,3,25,49,NA,NA
"OLPO01000062",99744,0.323,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Boorivirinae","Culoivirus",NA,FALSE,10,12,21,245,NA,NA
"OLPO01000063",99010,0.349,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Betacrassviridae","Steigviridae","Asinivirinae","Kolpuevirus","hominis",FALSE,6,9,42,126,NA,NA
"OLPO01000070",93686,0.333,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Gammacrassviridae","Crevaviridae","Coarsevirinae","Junduvirus","communis",FALSE,2,1,37,2,NA,NA
"OLPO01000071",93384,0.332,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Delmidovirus","copri",FALSE,3,3,24,123,NA,NA
"OLPR01000090",89906,0.317,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Gammacrassviridae","Crevaviridae","Doltivirinae","Kingevirus","communis",FALSE,5,6,39,13,NA,NA
"OLPS01000138",98626,0.327,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Boorivirinae","Cohcovirus","splanchnicus",FALSE,10,12,20,30,NA,NA
"OLQE01000062",93036,0.401,11,TRUE,"Odoribacter_splanchnicus","Odoribacter","splanchnicus",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Betacrassviridae","Steigviridae","Asinivirinae","Penjavirus",NA,FALSE,6,9,53,190,NA,NA
"OLQG01000039",103104,0.362,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Oafivirinae","Burzaovirus","intestinihominis",FALSE,8,5,11,29,NA,NA
"OLQG01000043",100363,0.339,15,TRUE,"Bacteroides_fragilis","Bacteroides","fragilis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Uncouvirinae","Bornisivirus",NA,FALSE,12,10,7,246,NA,NA
"OLQG01000044",100294,0.334,11,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Boorivirinae","Canhaevirus","faecalis",FALSE,10,8,22,77,NA,NA
"OLQJ01000056",99684,0.328,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Loutivirinae","Buorbuivirus",NA,FALSE,7,7,10,247,NA,NA
"OLQJ01000062",97514,0.334,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Loutivirinae","Buchavirus","intestinalis",FALSE,7,7,8,105,NA,NA
"OLQL01000074",101339,0.326,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Boorivirinae","Cohcovirus","splanchnicus",FALSE,10,12,20,30,NA,NA
"OLQL01000089",94892,0.328,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Gammacrassviridae","Crevaviridae","Coarsevirinae","Junduvirus","communis",FALSE,2,1,37,2,NA,NA
"OLQO01000079",100718,0.327,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Uncouvirinae","Aurodevirus","hiberniae",FALSE,12,10,2,23,NA,NA
"OLQR01000043",95371,0.29,11,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","hominis",FALSE,1,2,23,99,NA,NA
"OLQU01000060",99668,0.33,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Loutivirinae","Blohavirus",NA,FALSE,7,7,9,178,NA,NA
"OLQV01000028",156426,0.412,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Epsiloncrassviridae","Tinaiviridae","Lumpivirinae","Rodbovirus",NA,FALSE,13,17,62,248,NA,NA
"OLRA01000126",102784,0.324,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Boorivirinae","Culoivirus",NA,FALSE,10,8,21,249,NA,NA
"OLRB01000064",93684,0.291,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5,NA,NA
"OLRF01000054",166966,0.303,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Zetacrassviridae","Jelitoviridae","Grossvirinae","Serblevirus",NA,FALSE,14,14,89,195,NA,NA
"OLRG01000090",96652,0.292,11,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5,NA,NA
"OLRJ01000083",94231,0.329,11,TRUE,"Odoribacter_splanchnicus","Odoribacter","splanchnicus",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Gammacrassviridae","Crevaviridae","Coarsevirinae","Junduvirus","communis",FALSE,2,1,37,2,NA,NA
"OLRO01000069",98325,0.328,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Uncouvirinae","Aurodevirus","hiberniae",FALSE,12,10,2,23,NA,NA
